	e_energy	sigma
	11.87052128	0.0
	11.87730345	0.014181359
	11.89090861	0.063780842
	11.90451377	0.030459887
	11.91811893	0.026481286
	11.93172408	0.024916842
	11.94532924	0.024073961
	11.9589344	0.023510608
	11.97253956	0.022712353
	11.98614472	0.022377744
	11.99974988	0.022124162
	12.01335504	0.022002861
	12.0269602	0.022278944
	12.04056535	0.021978585
	12.05417051	0.021553244
	12.06777567	0.020989098
	12.08138083	0.020811321
	12.09498599	0.020926733
	12.10859115	0.021682017
	12.12219631	0.024153607
	12.13580146	0.032565348
	12.14940662	0.017788038
	12.16301178	0.016252539
	12.17661694	0.01543418
	12.1902221	0.015126599
	12.20382726	0.014985225
	12.21743242	0.014933785
	12.23103757	0.014917169
	12.24464273	0.014895683
	12.25824789	0.014875391
	12.27185305	0.014850025
	12.28545821	0.014828969
	12.29906337	0.014834893
	12.31266853	0.014924606
	12.32627368	0.015259371
	12.33987884	0.016381899
	12.353484	0.028296579
	12.36708916	0.027532672
	12.38069432	0.017827612
	12.39429948	0.015204441
	12.40790464	0.014885793
	12.42150979	0.014935911
	12.43511495	0.014967154
	12.44872011	0.014993561
	12.46232527	0.015027583
	12.47593043	0.015064804
	12.48953559	0.015116133
	12.50314075	0.015176763
	12.5167459	0.015246484
	12.53035106	0.015325007
	12.54395622	0.015411935
	12.55756138	0.015507028
	12.57116654	0.015609336
	12.5847717	0.015718714
	12.59837686	0.015834486
	12.61198201	0.015955556
	12.62558717	0.016079732
	12.63919233	0.016206322
	12.65279749	0.016320455
	12.66640265	0.016412039
	12.68000781	0.016576824
	12.69361297	0.017107173
	12.70721812	0.017377101
	12.72082328	0.017580553
	12.73442844	0.017803753
	12.7480336	0.018053926
	12.76163876	0.018332273
	12.77524392	0.018639435
	12.78884908	0.018973415
	12.80245423	0.01931309
	12.81605939	0.019552923
	12.82966455	0.01919768
	12.84326971	0.026296419
	12.85687487	0.025590428
	12.87048003	0.020122955
	12.88408519	0.015259676
	12.89769034	0.014735767
	12.9112955	0.014890782
	12.92490066	0.014092885
	12.93850582	0.014193748
	12.95211098	0.015116812
	12.96571614	0.015099428
	12.9793213	0.01591913
	12.99292646	0.01700727
	13.00653161	0.016861541
	13.02013677	0.0167433
	13.03374193	0.015188594
	13.04734709	0.013823224
	13.06095225	0.013352053
	13.07455741	0.012613177
	13.08816257	0.012322233
	13.10176772	0.01325628
	13.11537288	0.013548181
	13.12897804	0.01362327
