csdata_id	e_energy	sigma
186143	0.3091058000000011	0.0
186144	0.3228451000000021	4.0619929
186145	0.3364502600000012	8.983899599999999
186146	0.3500554200000021	13.418723000000002
186147	0.36366058000000123	18.381465
186148	0.37726574000000035	23.914989000000002
186149	0.39087090000000124	30.085712
186150	0.4044760500000013	32.252179
186151	0.4180812100000004	37.754711
186152	0.4316863700000013	44.283367
186153	0.44529153000000044	51.087776
186154	0.45889669000000133	57.488617000000005
186155	0.47250185000000045	61.31783299999999
186156	0.48610701000000134	66.088992
186157	0.4997121600000014	67.653765
186158	0.5133173200000005	67.655312
186159	0.5269224800000014	67.517741
186160	0.5405276400000005	67.35119300000001
186161	0.5541328000000014	66.214007
186162	0.5677379600000005	67.284512
186163	0.5813431200000014	68.330321
186164	0.5949482700000015	69.352171
186165	0.6085534300000006	70.67586899999999
186166	0.6221585900000015	92.418876
186167	0.6357637500000006	95.626037
186168	0.6493689100000015	97.344187
186169	0.6629740700000006	99.093057
186170	0.6765792300000015	98.597424
186171	0.6901843800000016	97.110974
186172	0.7173947000000016	106.02089
186173	0.7309998600000007	105.97591000000001
186174	0.7718153400000016	118.69748999999999
186175	0.7854204900000017	116.02393000000001
186176	0.7990256500000008	116.10376000000001
186177	0.8126308100000017	118.01123
186178	0.8262359700000008	118.80668
186179	0.8398411300000017	120.06506
186180	0.8534462900000008	121.58148999999999
186181	0.8670514500000017	123.79485
186182	0.8806566000000018	127.34858999999999
186183	0.8942617600000009	128.91548999999998
186184	0.9078669200000018	129.93688999999998
186185	0.9214720800000009	130.94797
186186	0.9350772400000018	132.67583
186187	0.9486824000000009	146.43233999999998
186188	0.9622875600000018	147.63822
186189	0.9758927200000009	149.21886999999998
186190	0.989497870000001	150.69098
186191	1.003103030000002	151.68232
186192	1.016708190000001	153.14983999999998
186193	1.030313350000002	154.42928
186194	1.043918510000001	154.87774
186195	1.057523670000002	154.88539
186196	1.071128830000001	153.72306
186197	1.084733980000001	153.578
186198	1.098339140000002	154.69104
186199	1.111944300000001	154.17126000000002
186200	1.125549460000002	154.91428
186201	1.1391546200000011	155.90953000000002
186202	1.152759780000002	157.28403
186203	1.1663649400000011	163.90878
186204	1.1799700900000012	164.8187
186205	1.193575250000002	165.17399
186206	1.2071804100000012	165.14125
186207	1.220785570000002	165.79673
186208	1.2343907300000012	165.81739
186209	1.247995890000002	165.8242
186210	1.2616010500000012	165.80528999999999
186211	1.2752062000000013	165.8725
186212	1.2888113600000004	166.05076
186213	1.3024165200000013	166.01061
186214	1.3160216800000004	166.20477
186215	1.3296268400000013	166.66326
186216	1.3432320000000004	167.43867
186217	1.3568371600000013	168.01906
186218	1.3704423100000014	165.98543
186219	1.3840474700000005	165.82781
186220	1.3976526300000014	166.90979
186221	1.4112577900000005	166.75439
186222	1.4248629500000014	167.61778
186223	1.4384681100000005	167.34233999999998
186224	1.4520732700000014	166.66608
186225	1.4656784200000015	166.8955
186226	1.4792835800000006	167.89123
186227	1.4928887400000015	167.94558
186228	1.5064939000000006	167.76722
186229	1.5200990600000015	167.62724
186230	1.5337042200000006	167.35714
186231	1.5473093800000015	166.88941
186232	1.5609145300000016	166.53649
186233	1.5745196900000007	165.29484
186234	1.5881248500000016	165.14985
186235	1.6017300100000007	164.79073
186236	1.6153351700000016	164.88161000000002
186237	1.6289403300000007	164.85481000000001
186238	1.6425454900000016	164.79747
186239	1.6561506400000017	164.4718
186240	1.6697558000000008	164.25327
186241	1.6833609600000017	163.5366
186242	1.6969661200000008	163.78316999999998
186243	1.7105712800000017	163.71233999999998
186244	1.7241764400000008	163.67918
186245	1.7377816000000017	163.57565
186246	1.7513867500000018	163.08738
186247	1.7649919100000009	162.64291
186248	1.7785970700000018	162.50567
186249	1.792202230000001	161.94228
186250	1.8058073900000018	161.75772
186251	1.819412550000001	161.25793000000002
186252	1.8330177100000018	161.1411
186253	1.8466228600000019	161.2217
186254	1.860228020000001	161.06091
186255	1.8738331800000019	160.80723
186256	1.887438340000001	160.70523
186257	1.9010435000000019	160.44675
186258	1.914648660000001	160.34595
186259	1.928253820000002	160.2597
186260	1.941858980000001	160.14906000000002
186261	1.955464130000001	160.14626
186262	1.969069290000002	159.84466
186263	1.982674450000001	159.64417
186264	1.996279610000002	159.34949
186265	2.009884770000001	158.96509
186266	2.023489930000002	158.61794
186267	2.037095090000001	158.01018
186268	2.050700240000001	157.9731
186269	2.064305400000002	157.70695
186270	2.077910560000001	157.47801
186271	2.091515720000002	157.15756000000002
186272	2.105120880000001	156.75108999999998
186273	2.118726040000002	156.41971999999998
186274	2.132331200000001	156.06895
186275	2.1459363500000013	155.72475
186276	2.1595415100000004	155.46387
186277	2.1731466700000013	155.25588
186278	2.1867518300000004	154.9769
186279	2.2003569900000013	154.63324
186280	2.2139621500000004	154.23022
186281	2.2275673100000013	153.92248
186282	2.2411724600000014	153.62326000000002
186283	2.2547776200000005	153.22113000000002
186284	2.2683827800000014	152.86014
186285	2.2819879400000005	152.51476
186286	2.2955931000000014	152.13038
186287	2.3091982600000005	151.69183
186288	2.3228034200000014	151.26588999999998
186289	2.3364085700000015	151.0095
186290	2.3500137300000006	150.71726
186291	2.3636188900000015	150.29643000000002
186292	2.3772240500000006	149.95601000000002
186293	2.3908292100000015	149.37313999999998
186294	2.4044343700000006	149.00664
186295	2.4180395300000015	148.61251000000001
186296	2.4316446800000016	148.15281000000002
186297	2.4452498400000007	147.61162
186298	2.4588550000000016	147.11013
186299	2.4724601600000007	146.74837
186300	2.4860653200000016	146.31492
186301	2.4996704800000007	145.93821
