csdata_id	e_energy	sigma
123072	1.371276090000002	0.0
123073	1.3804244700000012	0.92428083
123074	1.3940296300000021	1.530238
123075	1.4076347900000012	2.7897716
123076	1.4348451000000022	3.0868537
123077	1.4484502600000013	3.4156633000000003
123078	1.4620554200000022	3.6076365
123079	1.4756605800000013	4.0233668
123080	1.4892657400000004	4.4773489
123081	1.5028709000000013	5.0278943
123082	1.5164760500000014	5.3982547
123083	1.5300812100000005	5.7788675000000005
123084	1.5436863700000014	6.1312489999999995
123085	1.5572915300000005	5.4945311
123086	1.5708966900000014	5.7306828
123087	1.5845018500000005	5.875203099999999
123088	1.5981070100000014	6.0424472
123089	1.6117121600000015	6.2039921
123090	1.6253173200000006	6.3978282
123091	1.6389224800000015	6.6684729
123092	1.6525276400000006	6.848519199999999
123093	1.6661328000000015	7.0544734
123094	1.6797379600000006	6.9548937
123095	1.6933431200000015	6.9379002000000005
123096	1.7069482700000016	7.2429443
123097	1.7205534300000007	7.6472699
123098	1.7341585900000016	7.792516900000001
123099	1.7477637500000007	8.0745037
123100	1.7613689100000016	7.8038087
123101	1.7749740700000007	7.8093709
123102	1.7885792300000016	7.600816099999999
123103	1.8021843800000017	7.192897
123104	1.8293947000000017	7.018581200000001
123105	1.8429998600000008	7.383679400000001
123106	1.8838153400000017	5.5546226999999995
123107	1.8974204900000018	5.6000143
123108	1.911025650000001	5.6525084
123109	1.9246308100000018	5.227310500000001
123110	1.938235970000001	5.148841200000001
123111	1.9518411300000018	5.1349168
123112	1.965446290000001	5.1183526
123113	1.9790514500000018	5.0609773
123114	1.9926566000000019	5.251982099999999
123115	2.006261760000001	5.2344442
123116	2.019866920000002	5.1827237
123117	2.033472080000001	5.1159273
123118	2.047077240000002	5.4497705000000005
123119	2.060682400000001	5.5429363
123120	2.074287560000002	5.3880996
123121	2.087892720000001	5.3586349
123122	2.101497870000001	5.3398138
123123	2.115103030000002	5.8682848
123124	2.128708190000001	5.6109383
123125	2.142313350000002	6.0132858
123126	2.155918510000001	6.240805
123127	2.169523670000002	6.301947599999999
123128	2.183128830000001	6.240367900000001
123129	2.196733980000001	6.4624217
123130	2.210339140000002	6.4417828
123131	2.223944300000001	6.082228400000001
123132	2.237549460000002	6.139337599999999
123133	2.251154620000001	6.176097
123134	2.264759780000002	6.203247900000001
123135	2.2783649400000012	6.1333461
123136	2.2919700900000013	6.1881919000000005
123137	2.305575250000002	6.2185669
123138	2.3191804100000013	6.250984
123139	2.332785570000002	6.1409236
123140	2.3463907300000013	6.226233000000001
123141	2.359995890000002	6.1866235000000005
123142	2.3736010500000013	6.1564668
123143	2.3872062000000014	6.1052172
123144	2.4008113600000005	6.1605210999999995
123145	2.4144165200000014	6.1377051
123146	2.4280216800000005	6.095511
123147	2.4416268400000014	6.0631085
123148	2.4552320000000005	5.9820153
123149	2.4688371600000014	6.046802400000001
123150	2.4824423100000015	5.9201104
123151	2.4960474700000006	5.861491099999999
123152	2.5096526300000015	5.831046
123153	2.5232577900000006	5.9966303
123154	2.5368629500000015	5.9558823
123155	2.5504681100000006	5.9204885
123156	2.5640732700000015	5.9296551
123157	2.5776784200000016	5.8796349
123158	2.5912835800000007	5.7452724
123159	2.6048887400000016	5.6829108
123160	2.6184939000000007	5.7496306
123161	2.6320990600000016	5.6210825
123162	2.6457042200000007	5.538229599999999
123163	2.6593093800000016	5.751508
123164	2.6729145300000017	5.7462557
123165	2.686519690000001	5.7297542
123166	2.7001248500000017	5.8078145999999995
123167	2.713730010000001	5.721972
123168	2.7273351700000017	5.8095442
123169	2.740940330000001	5.828162
123170	2.7545454900000017	5.8096058
123171	2.7681506400000018	5.7999684
123172	2.781755800000001	5.7628786
123173	2.795360960000002	5.805815
123174	2.808966120000001	5.7573737000000005
123175	2.822571280000002	5.7027012
123176	2.836176440000001	5.6848503
123177	2.849781600000002	5.674753599999999
123178	2.863386750000002	5.6814876
123179	2.876991910000001	5.658786599999999
123180	2.890597070000002	5.6278119
123181	2.904202230000001	5.5911254
123182	2.917807390000002	5.5990154
123183	2.931412550000001	5.6051120999999995
123184	2.945017710000002	5.570011
123185	2.958622860000002	5.5447487
123186	2.972228020000001	5.5444298
123187	2.985833180000002	5.5112208
123188	2.999438340000001	5.3935569
123189	3.013043500000002	5.5686461
123190	3.026648660000001	5.5409284
123191	3.040253820000002	5.4504331
123192	3.053858980000001	5.5400356
123193	3.067464130000001	5.4898552
123194	3.081069290000002	5.535986900000001
123195	3.094674450000001	5.5375398
123196	3.108279610000002	5.4692857
123197	3.121884770000001	5.4115955
123198	3.135489930000002	5.3750828
123199	3.149095090000001	5.333126
123200	3.1627002400000013	5.3460349
123201	3.176305400000002	5.3684712999999995
123202	3.1899105600000013	5.2487736
123203	3.203515720000002	5.3052482
123204	3.2171208800000013	5.3679101
123205	3.230726040000002	5.3792461
123206	3.2443312000000013	5.3327348
123207	3.2579363500000014	5.343790900000001
123208	3.2715415100000005	5.2892175
123209	3.2851466700000014	5.2600117
123210	3.2987518300000005	5.212619200000001
123211	3.3123569900000014	5.2498846
123212	3.3259621500000005	5.189839599999999
123213	3.3395673100000014	5.166591
123214	3.3531724600000015	5.14049
123215	3.3667776200000006	5.1337380999999995
123216	3.3803827800000015	5.0840708
123217	3.3939879400000006	5.1267555
123218	3.4075931000000015	5.1056414000000006
123219	3.4211982600000006	5.090839599999999
123220	3.4348034200000015	5.131372900000001
123221	3.4484085700000016	5.128091400000001
123222	3.4620137300000007	5.0573375
123223	3.4756188900000016	5.0640770999999996
123224	3.4892240500000007	5.078869
123225	3.5028292100000016	5.1180379
123226	3.5164343700000007	5.109417700000001
123227	3.5300395300000016	5.054232099999999
123228	3.5436446800000017	5.0317263
123229	3.5572498400000008	5.0012087
123230	3.5708550000000017	4.9784821
123231	3.584460160000001	5.0486754000000005
123232	3.5980653200000017	4.960615
123233	3.611670480000001	4.9103553
123234	3.6388807900000018	4.8851227
123235	3.652485950000001	4.8424076
123236	3.6660911100000018	4.797899299999999
123237	3.679696270000001	4.818127099999999
123238	3.6933014300000018	4.749225900000001
123239	3.706906590000001	4.756106900000001
123240	3.720511750000002	4.715032
123241	3.734116900000002	4.7160173
123242	3.747722060000001	4.716707700000001
123243	3.761327220000002	4.7018248
123244	3.774932380000001	4.721669599999999
123245	3.788537540000002	4.7818733
123246	3.802142700000001	4.7525047
123247	3.815747860000002	4.7026538
123248	3.829353010000002	4.848283900000001
123249	3.842958170000001	4.7983755
123250	3.856563330000002	4.789195200000001
123251	3.870168490000001	4.7932551
123252	3.883773650000002	4.7662712
123253	3.897378810000001	4.7943317
123254	3.910983970000002	4.785761900000001
123255	3.924589120000002	4.8085512
123256	3.938194280000001	4.819357900000001
123257	3.951799440000002	4.763995400000001
123258	3.965404600000001	4.772862
123259	3.979009760000002	4.767746099999999
123260	3.992614920000001	4.7863291
123261	4.006220080000002	4.7899028
123262	4.019825240000001	4.7179135
123263	4.033430390000001	4.7342219000000005
123264	4.047035550000002	4.7286825
