csdata_id	e_energy	sigma
85702	0.8372433299999997	0.0
85703	0.8476724999999998	1.7065974999999998
85704	0.861277659999999	2.1124959
85705	0.8748828199999998	2.3926119999999997
85706	0.8884879699999999	2.7821828999999996
85707	0.902093129999999	3.2289806
85708	0.9156982899999999	3.7643065000000004
85709	0.929303449999999	3.5779864999999997
85710	0.9429086099999999	3.8648835
85711	0.956513769999999	4.286560400000001
85712	0.9701189299999999	4.7611837
85713	0.98372408	5.2810578
85714	0.9973292399999991	5.8345400000000005
85715	1.0109344	6.4110662000000005
85716	1.0245395599999991	6.1135639
85717	1.03814472	6.602080099999999
85718	1.0517498799999991	7.166636500000001
85719	1.06535504	7.586178200000001
85720	1.0789601999999991	7.621336500000001
85721	1.0925653499999992	8.0166115
85722	1.10617051	8.3954927
85723	1.1197756699999992	8.7224163
85724	1.1333808300000001	9.0474667
85725	1.1469859899999992	9.1213538
85726	1.1605911500000001	9.364609
85727	1.1741963099999992	9.564689300000001
85728	1.1878014599999993	9.7579961
85729	1.2014066200000002	9.828014300000001
85730	1.2150117799999993	9.924342800000002
85731	1.2286169400000002	10.008519
85732	1.2422220999999993	10.065446000000001
85733	1.2558272600000002	10.098125
85734	1.2694324199999993	10.117866000000001
85735	1.2830375699999994	10.127814
85736	1.2966427300000003	10.071974
85737	1.3102478899999994	10.064683
85738	1.3238530500000003	10.055591
85739	1.3374582099999994	10.046339
85740	1.3510633700000003	10.036754
85741	1.3646685299999994	10.024027
85742	1.3782736799999995	10.020677000000001
85743	1.3918788400000004	9.9814179
85744	1.4054839999999995	10.018745
85745	1.4190891600000004	10.266602
85746	1.4326943199999995	10.315959
85747	1.4462994800000004	10.383459
85748	1.4599046399999995	10.439225
85749	1.4735097899999996	10.413648
85750	1.4871149499999987	10.479297
85751	1.5007201099999996	10.550426
85752	1.5143252699999987	10.635795
85753	1.5279304299999996	10.716127
85754	1.5415355899999987	10.799722000000001
85755	1.5551407499999996	10.885917
85756	1.5687458999999997	10.977347
85757	1.5823510599999988	11.067421000000001
85758	1.5959562199999997	11.158812
85759	1.6095613799999988	11.251094
85760	1.6231665399999997	11.344172
85761	1.6367716999999988	11.437748
85762	1.6503768599999997	11.531647
85763	1.6639820099999998	11.625815
85764	1.677587169999999	11.720403
85765	1.6911923299999998	11.73663
85766	1.704797489999999	11.833949
85767	1.7184026499999998	11.945155
85768	1.732007809999999	12.102371
85769	1.7456129699999998	12.189792
85770	1.7592181199999999	12.231452
85771	1.772823279999999	12.305648
85772	1.78642844	12.389138
85773	1.800033599999999	12.478263
85774	1.81363876	12.581057000000001
85775	1.827243919999999	12.863491
85776	1.84084908	13.58489
85777	1.85445423	13.210460000000001
85778	1.868059389999999	13.324527999999999
85779	1.88166455	13.617167000000002
85780	1.895269709999999	13.746692999999999
85781	1.90887487	13.814108
85782	1.9224800299999991	13.567775
85783	1.93608519	12.980478
85784	1.94969034	12.79014
85785	1.9632954999999992	12.835925999999999
85786	1.97690066	12.867227999999999
85787	1.9905058199999992	12.93671
85788	2.00411098	13.064561999999999
85789	2.017716139999999	12.700422999999999
85790	2.0313213	12.745954
85791	2.0449264599999992	12.695012
85792	2.0585316099999993	12.807955
85793	2.07213677	12.657524
85794	2.0857419299999993	12.647236
85795	2.09934709	12.705103999999999
85796	2.1129522499999993	12.786305
85797	2.12655741	12.845112
85798	2.1401625699999993	12.941415
85799	2.1537677199999994	13.036477
85800	2.1673728800000003	13.084049
85801	2.1809780399999994	13.122432
85802	2.1945832000000003	13.145829
85803	2.2081883599999994	13.164912
85804	2.2217935200000003	13.1624
85805	2.2353986799999994	13.158195999999998
85806	2.2490038299999995	13.146779
85807	2.2626089900000004	13.136767
85808	2.2762141499999995	13.128689999999999
85809	2.2898193100000004	13.132142000000002
85810	2.3034244699999995	13.181721
85811	2.3170296300000004	13.181572000000001
85812	2.3306347899999995	13.175492000000002
85813	2.3578451000000005	13.228422
85814	2.3714502599999996	13.254957999999998
85815	2.3850554200000005	13.292775
85816	2.3986605799999996	13.329220999999999
85817	2.4122657399999987	13.4203
85818	2.4258708999999996	13.416139000000001
85819	2.4394760499999997	12.952863
85820	2.453081209999999	12.767052
85821	2.4666863699999997	12.817072999999999
85822	2.480291529999999	12.872978
85823	2.4938966899999997	12.926698
85824	2.507501849999999	12.970588000000001
85825	2.5211070099999997	13.00371
85826	2.5347121599999998	13.013411
85827	2.548317319999999	13.040614999999999
85828	2.56192248	13.065005000000001
85829	2.575527639999999	13.056433
85830	2.5891328	13.074748
85831	2.602737959999999	13.118153
85832	2.61634312	13.250729999999999
85833	2.62994827	13.296234
85834	2.643553429999999	13.300629999999998
85835	2.65715859	13.324898999999998
85836	2.670763749999999	13.377707000000001
85837	2.68436891	13.508017
85838	2.697974069999999	13.714004999999998
85839	2.71157923	13.895907999999999
85840	2.72518438	13.970864
85841	2.7523947	13.839306
85842	2.765999859999999	13.837160999999998
85843	2.80681534	13.260856
85844	2.82042049	13.263901
85845	2.834025649999999	13.278974
85846	2.84763081	13.413675
85847	2.861235969999999	13.460718
85848	2.87484113	13.437989000000002
85849	2.888446289999999	13.421123000000001
85850	2.90205145	13.397986999999999
85851	2.9156566	13.392578
85852	2.9292617599999993	13.409338
85853	2.94286692	13.418138
85854	2.9564720799999993	13.375314000000001
85855	2.97007724	13.366419
85856	2.9836823999999993	13.310986999999999
85857	2.99728756	13.337902
85858	3.0108927199999993	13.350801
85859	3.0244978699999994	13.305895000000001
85860	3.0381030300000003	13.297812
85861	3.0517081899999994	13.294554000000002
